"","gene_id","gene_name","entrezid","gene_biotype","gene_seq_start","gene_seq_end","seq_name","seq_strand","seq_coord_system","symbol","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000007306","ENSG00000007306","CEACAM7",NA,"protein_coding",42177235,42210895,"19",-1,NA,"CEACAM7",0,0,0,0,0,0,0,0
"ENSG00000007312","ENSG00000007312","CD79B",NA,"protein_coding",62006100,62009714,"17",-1,NA,"CD79B",1,2,0,4,5,0,1,2
"ENSG00000007314","ENSG00000007314","SCN4A",NA,"protein_coding",62015914,62050278,"17",-1,NA,"SCN4A",0,1,2,1,1,0,1,0
"ENSG00000007341","ENSG00000007341","ST7L",NA,"protein_coding",113066140,113163447,"1",-1,NA,"ST7L",138,110,154,77,189,297,144,189
"ENSG00000007350","ENSG00000007350","TKTL1",NA,"protein_coding",153524024,153558700,"X",1,NA,"TKTL1",0,0,0,0,0,0,0,0
"ENSG00000007372","ENSG00000007372","PAX6",NA,"protein_coding",31806340,31839509,"11",-1,NA,"PAX6",32,35,27,22,22,38,41,39
"ENSG00000007376","ENSG00000007376","RPUSD1",NA,"protein_coding",834974,838397,"16",-1,NA,"RPUSD1",281,274,224,122,309,404,218,253
"ENSG00000007384","ENSG00000007384","RHBDF1",NA,"protein_coding",108058,126354,"16",-1,NA,"RHBDF1",1982,1878,1987,1001,1937,2524,1714,1983
"ENSG00000007392","ENSG00000007392","LUC7L",NA,"protein_coding",238968,279462,"16",-1,NA,"LUC7L",770,591,820,415,836,826,626,613
"ENSG00000007402","ENSG00000007402","CACNA2D2",NA,"protein_coding",50400233,50541675,"3",-1,NA,"CACNA2D2",18,13,12,20,15,10,17,31
"ENSG00000007516","ENSG00000007516","BAIAP3",NA,"protein_coding",1383602,1399439,"16",1,NA,"BAIAP3",5,8,7,5,12,12,7,11
"ENSG00000007520","ENSG00000007520","TSR3",NA,"protein_coding",1399241,1401912,"16",-1,NA,"TSR3",494,464,488,252,487,728,396,436
"ENSG00000007541","ENSG00000007541","PIGQ",NA,"protein_coding",616995,634136,"16",1,NA,"PIGQ",731,621,682,369,641,1005,557,730
"ENSG00000007545","ENSG00000007545","CRAMP1L",NA,"protein_coding",1662326,1727909,"16",1,NA,"CRAMP1L",203,207,227,148,248,303,197,191
"ENSG00000007866","ENSG00000007866","TEAD3",NA,"protein_coding",35441374,35464853,"6",-1,NA,"TEAD3",1474,2063,1696,1375,1246,2207,1123,1765
"ENSG00000007908","ENSG00000007908","SELE",NA,"protein_coding",169691781,169733846,"1",-1,NA,"SELE",0,0,0,0,0,0,0,0
"ENSG00000007923","ENSG00000007923","DNAJC11",NA,"protein_coding",6694228,6761984,"1",-1,NA,"DNAJC11",561,533,702,393,824,1009,540,549
"ENSG00000007933","ENSG00000007933","FMO3",NA,"protein_coding",171060018,171086959,"1",1,NA,"FMO3",761,785,2179,1583,224,346,280,284
"ENSG00000007944","ENSG00000007944","MYLIP",NA,"protein_coding",16129356,16148479,"6",1,NA,"MYLIP",373,245,522,193,514,445,321,232
"ENSG00000007952","ENSG00000007952","NOX1",NA,"protein_coding",100098313,100129334,"X",-1,NA,"NOX1",10,11,8,9,12,17,4,9
"ENSG00000007968","ENSG00000007968","E2F2",NA,"protein_coding",23832922,23857712,"1",-1,NA,"E2F2",1,4,1,2,0,2,0,0
"ENSG00000008018","ENSG00000008018","PSMB1",NA,"protein_coding",170844205,170862429,"6",-1,NA,"PSMB1",1669,1479,1787,1096,1633,1970,1340,1398
"ENSG00000008056","ENSG00000008056","SYN1",NA,"protein_coding",47431303,47479252,"X",-1,NA,"SYN1",8,24,25,15,15,24,13,21
"ENSG00000008083","ENSG00000008083","JARID2",NA,"protein_coding",15246527,15522252,"6",1,NA,"JARID2",277,260,284,220,308,541,227,364
"ENSG00000008086","ENSG00000008086","CDKL5",NA,"protein_coding",18443703,18671749,"X",1,NA,"CDKL5",98,90,128,37,142,176,106,93
"ENSG00000008118","ENSG00000008118","CAMK1G",NA,"protein_coding",209757062,209787283,"1",1,NA,"CAMK1G",3,3,9,2,9,4,6,12
"ENSG00000008128","ENSG00000008128","CDK11A",NA,"protein_coding",1634169,1655766,"1",-1,NA,"CDK11A",32,23,24,10,14,17,30,28
"ENSG00000008130","ENSG00000008130","NADK",NA,"protein_coding",1682671,1711896,"1",-1,NA,"NADK",1276,1814,1413,1420,1445,2354,1103,2475
"ENSG00000008196","ENSG00000008196","TFAP2B",NA,"protein_coding",50786436,50815326,"6",1,NA,"TFAP2B",1,1,1,1,0,0,0,0
"ENSG00000008197","ENSG00000008197","TFAP2D",NA,"protein_coding",50681541,50740701,"6",1,NA,"TFAP2D",0,0,0,0,0,0,0,0
"ENSG00000008226","ENSG00000008226","DLEC1",NA,"protein_coding",38080696,38165516,"3",1,NA,"DLEC1",9,4,5,2,6,3,5,14
"ENSG00000008256","ENSG00000008256","CYTH3",NA,"protein_coding",6201407,6312275,"7",-1,NA,"CYTH3",1815,3053,3036,3707,2771,8634,2115,5313
"ENSG00000008277","ENSG00000008277","ADAM22",NA,"protein_coding",87563458,87832204,"7",1,NA,"ADAM22",17,14,23,14,21,17,23,16
"ENSG00000008282","ENSG00000008282","SYPL1",NA,"protein_coding",105730949,105753022,"7",-1,NA,"SYPL1",1874,1763,1958,1647,1894,2700,1835,2144
"ENSG00000008283","ENSG00000008283","CYB561",NA,"protein_coding",61509665,61523739,"17",-1,NA,"CYB561",559,480,612,339,629,837,440,427
"ENSG00000008294","ENSG00000008294","SPAG9",NA,"protein_coding",49039535,49198226,"17",-1,NA,"SPAG9",2819,2278,3539,2009,3259,3911,2953,2980
"ENSG00000008300","ENSG00000008300","CELSR3",NA,"protein_coding",48673902,48700348,"3",-1,NA,"CELSR3",62,81,87,49,124,175,72,87
"ENSG00000008311","ENSG00000008311","AASS",NA,"protein_coding",121715701,121784334,"7",-1,NA,"AASS",494,949,565,655,451,1037,447,1103
"ENSG00000008323","ENSG00000008323","PLEKHG6",NA,"protein_coding",6419602,6437672,"12",1,NA,"PLEKHG6",7,12,4,3,11,19,5,5
"ENSG00000008324","ENSG00000008324","SS18L2",NA,"protein_coding",42623332,42636606,"3",1,NA,"SS18L2",111,153,85,102,109,146,114,142
"ENSG00000008382","ENSG00000008382","MPND",NA,"protein_coding",4343524,4360083,"19",1,NA,"MPND",81,66,88,49,110,147,69,81
"ENSG00000008394","ENSG00000008394","MGST1",NA,"protein_coding",16500076,16762193,"12",1,NA,"MGST1",2722,2822,2967,1948,7202,8116,2520,2678
"ENSG00000008405","ENSG00000008405","CRY1",NA,"protein_coding",107385142,107487607,"12",-1,NA,"CRY1",249,261,269,165,277,411,312,253
"ENSG00000008438","ENSG00000008438","PGLYRP1",NA,"protein_coding",46522411,46526323,"19",-1,NA,"PGLYRP1",0,6,1,1,1,1,0,3
"ENSG00000008441","ENSG00000008441","NFIX",NA,"protein_coding",13106422,13209610,"19",1,NA,"NFIX",13653,9483,13436,6080,12077,11576,12068,9821
"ENSG00000008513","ENSG00000008513","ST3GAL1",NA,"protein_coding",134467091,134584183,"8",-1,NA,"ST3GAL1",2057,1206,1752,588,2655,2319,1624,1090
"ENSG00000008516","ENSG00000008516","MMP25",NA,"protein_coding",3096682,3110727,"16",1,NA,"MMP25",3,1,3,0,6,5,2,3
"ENSG00000008517","ENSG00000008517","IL32",NA,"protein_coding",3115298,3131908,"16",1,NA,"IL32",277,120,323,97,92,100,290,164
"ENSG00000008710","ENSG00000008710","PKD1",NA,"protein_coding",2138711,2185899,"16",-1,NA,"PKD1",4997,5334,5264,3282,4274,9038,4670,7609
"ENSG00000008735","ENSG00000008735","MAPK8IP2",NA,"protein_coding",51039114,51052409,"22",1,NA,"MAPK8IP2",13,21,18,13,18,14,14,26
"ENSG00000008838","ENSG00000008838","MED24",NA,"protein_coding",38175350,38217468,"17",-1,NA,"MED24",1228,1002,1320,685,1431,1724,1022,1128
"ENSG00000008853","ENSG00000008853","RHOBTB2",NA,"protein_coding",22844930,22877712,"8",1,NA,"RHOBTB2",429,487,510,442,513,822,473,828
"ENSG00000008869","ENSG00000008869","HEATR5B",NA,"protein_coding",37195526,37311485,"2",-1,NA,"HEATR5B",737,646,780,471,798,947,673,731
"ENSG00000008952","ENSG00000008952","SEC62",NA,"protein_coding",169684423,169716161,"3",1,NA,"SEC62",4473,4375,5375,3611,5753,8077,4886,5187
"ENSG00000008988","ENSG00000008988","RPS20",NA,"protein_coding",56979854,56987069,"8",-1,NA,"RPS20",12982,11687,13055,6973,11456,13255,9469,9293
"ENSG00000009307","ENSG00000009307","CSDE1",NA,"protein_coding",115259534,115301297,"1",-1,NA,"CSDE1",14887,12833,19863,11612,19887,22097,13495,14987
"ENSG00000009335","ENSG00000009335","UBE3C",NA,"protein_coding",156931607,157062066,"7",1,NA,"UBE3C",2019,2042,2213,1518,2429,3246,1742,2027
"ENSG00000009413","ENSG00000009413","REV3L",NA,"protein_coding",111620234,111804918,"6",-1,NA,"REV3L",4986,9573,5214,7251,5563,10312,4700,11982
"ENSG00000009694","ENSG00000009694","TENM1",NA,"protein_coding",123509753,124097666,"X",-1,NA,"TENM1",20,7,2,2,2,0,1,1
"ENSG00000009709","ENSG00000009709","PAX7",NA,"protein_coding",18957500,19075360,"1",1,NA,"PAX7",0,0,0,0,0,0,0,0
"ENSG00000009724","ENSG00000009724","MASP2",NA,"protein_coding",11086580,11107290,"1",-1,NA,"MASP2",38,28,66,24,42,41,47,36
"ENSG00000009765","ENSG00000009765","IYD",NA,"protein_coding",150690028,150727105,"6",1,NA,"IYD",0,2,0,1,0,2,0,3
"ENSG00000009780","ENSG00000009780","FAM76A",NA,"protein_coding",28052490,28089633,"1",1,NA,"FAM76A",153,209,153,165,147,198,140,206
"ENSG00000009790","ENSG00000009790","TRAF3IP3",NA,"protein_coding",209929377,209955668,"1",1,NA,"TRAF3IP3",18,11,15,7,12,14,10,10
"ENSG00000009830","ENSG00000009830","POMT2",NA,"protein_coding",77741299,77787227,"14",-1,NA,"POMT2",425,418,440,295,508,611,374,363
"ENSG00000009844","ENSG00000009844","VTA1",NA,"protein_coding",142468367,142545826,"6",1,NA,"VTA1",829,672,1049,545,1087,1229,752,820
"ENSG00000009950","ENSG00000009950","MLXIPL",NA,"protein_coding",73007524,73038873,"7",-1,NA,"MLXIPL",2,9,1,1,0,0,0,5
"ENSG00000009954","ENSG00000009954","BAZ1B",NA,"protein_coding",72854728,72936608,"7",-1,NA,"BAZ1B",2800,2611,3397,1970,3813,3894,2838,2788
"ENSG00000010017","ENSG00000010017","RANBP9",NA,"protein_coding",13621730,13711796,"6",-1,NA,"RANBP9",1300,1960,1559,1655,1705,2501,1407,2681
"ENSG00000010030","ENSG00000010030","ETV7",NA,"protein_coding",36322419,36356164,"6",-1,NA,"ETV7",28,13,20,8,15,10,17,8
"ENSG00000010072","ENSG00000010072","SPRTN",NA,"protein_coding",231472850,231490769,"1",1,NA,"SPRTN",169,141,202,125,212,221,164,156
"ENSG00000010165","ENSG00000010165","METTL13",NA,"protein_coding",171750788,171783163,"1",1,NA,"METTL13",947,938,1152,605,1030,1122,807,797
"ENSG00000010219","ENSG00000010219","DYRK4",NA,"protein_coding",4671370,4723325,"12",1,NA,"DYRK4",200,157,246,110,256,266,172,146
"ENSG00000010244","ENSG00000010244","ZNF207",NA,"protein_coding",30677136,30708905,"17",1,NA,"ZNF207",2085,1998,2170,1331,2616,3317,1545,1756
"ENSG00000010256","ENSG00000010256","UQCRC1",NA,"protein_coding",48636435,48648409,"3",-1,NA,"UQCRC1",1630,1776,1661,1331,1973,3206,1240,1964
"ENSG00000010270","ENSG00000010270","STARD3NL",NA,"protein_coding",38217824,38270272,"7",1,NA,"STARD3NL",879,803,837,511,961,1038,591,686
"ENSG00000010278","ENSG00000010278","CD9",NA,"protein_coding",6308881,6347425,"12",1,NA,"CD9",3125,3522,3829,3645,2693,5055,3603,5260
"ENSG00000010282","ENSG00000010282","HHATL",NA,"protein_coding",42734155,42744319,"3",-1,NA,"HHATL",0,0,0,0,0,0,0,0
"ENSG00000010292","ENSG00000010292","NCAPD2",NA,"protein_coding",6602522,6641121,"12",1,NA,"NCAPD2",1331,1028,1365,823,1281,1498,1073,1296
"ENSG00000010295","ENSG00000010295","IFFO1",NA,"protein_coding",6647541,6665239,"12",-1,NA,"IFFO1",1427,1228,1714,820,936,1046,1187,1273
"ENSG00000010310","ENSG00000010310","GIPR",NA,"protein_coding",46171502,46186982,"19",1,NA,"GIPR",11,5,29,6,23,12,22,12
"ENSG00000010318","ENSG00000010318","PHF7",NA,"protein_coding",52444673,52457657,"3",1,NA,"PHF7",68,56,80,60,85,70,81,88
"ENSG00000010319","ENSG00000010319","SEMA3G",NA,"protein_coding",52467069,52479101,"3",-1,NA,"SEMA3G",1,0,2,0,0,2,0,1
"ENSG00000010322","ENSG00000010322","NISCH",NA,"protein_coding",52489134,52527087,"3",1,NA,"NISCH",2635,1889,3298,1480,3737,3715,2447,2226
"ENSG00000010327","ENSG00000010327","STAB1",NA,"protein_coding",52529354,52558511,"3",1,NA,"STAB1",0,0,1,1,0,1,1,1
"ENSG00000010361","ENSG00000010361","FUZ",NA,"protein_coding",50310126,50320633,"19",-1,NA,"FUZ",188,178,236,132,150,191,165,227
"ENSG00000010379","ENSG00000010379","SLC6A13",NA,"protein_coding",329789,372039,"12",-1,NA,"SLC6A13",0,1,4,1,0,0,0,0
"ENSG00000010404","ENSG00000010404","IDS",NA,"protein_coding",148558521,148615470,"X",-1,NA,"IDS",1483,1306,2374,1593,2171,3097,1790,2175
"ENSG00000010438","ENSG00000010438","PRSS3",NA,"protein_coding",33750515,33799230,"9",1,NA,"PRSS3",5,5,10,5,17,35,26,19
"ENSG00000010539","ENSG00000010539","ZNF200",NA,"protein_coding",3272325,3286221,"16",-1,NA,"ZNF200",128,99,139,83,153,177,122,97
"ENSG00000010610","ENSG00000010610","CD4",NA,"protein_coding",6896024,6929974,"12",1,NA,"CD4",31,23,95,49,133,136,24,17
"ENSG00000010626","ENSG00000010626","LRRC23",NA,"protein_coding",6982733,7023407,"12",1,NA,"LRRC23",149,107,194,105,169,180,151,113
"ENSG00000010671","ENSG00000010671","BTK",NA,"protein_coding",100604435,100641183,"X",-1,NA,"BTK",0,0,0,0,1,1,0,0
"ENSG00000010704","ENSG00000010704","HFE",NA,"protein_coding",26087509,26098571,"6",1,NA,"HFE",513,315,595,327,483,521,462,494
"ENSG00000010803","ENSG00000010803","SCMH1",NA,"protein_coding",41492872,41707826,"1",-1,NA,"SCMH1",758,686,864,523,966,1042,702,714
"ENSG00000010810","ENSG00000010810","FYN",NA,"protein_coding",111981535,112194655,"6",-1,NA,"FYN",1689,1674,1655,933,2496,2859,1318,1466
"ENSG00000010818","ENSG00000010818","HIVEP2",NA,"protein_coding",143072604,143266338,"6",-1,NA,"HIVEP2",1654,1096,1795,742,2004,2053,1371,1099
"ENSG00000010932","ENSG00000010932","FMO1",NA,"protein_coding",171217638,171255117,"1",1,NA,"FMO1",14,20,80,61,0,21,23,23
"ENSG00000011007","ENSG00000011007","TCEB3",NA,"protein_coding",24069645,24088549,"1",1,NA,"TCEB3",1184,1093,1130,789,1249,1621,877,1052
"ENSG00000011009","ENSG00000011009","LYPLA2",NA,"protein_coding",24117460,24122029,"1",1,NA,"LYPLA2",452,473,489,292,514,755,391,465
"ENSG00000011021","ENSG00000011021","CLCN6",NA,"protein_coding",11866207,11903201,"1",1,NA,"CLCN6",697,581,629,382,667,820,569,714
"ENSG00000011028","ENSG00000011028","MRC2",NA,"protein_coding",60704762,60770958,"17",1,NA,"MRC2",18210,13395,23978,10779,18026,19714,16880,15349
"ENSG00000011052","ENSG00000011052","NME2",NA,"protein_coding",49230951,49249105,"17",1,NA,"NME2",0,0,0,0,0,0,0,0
"ENSG00000011083","ENSG00000011083","SLC6A7",NA,"protein_coding",149569520,149602351,"5",1,NA,"SLC6A7",0,0,1,1,1,0,0,0
"ENSG00000011105","ENSG00000011105","TSPAN9",NA,"protein_coding",3186521,3395730,"12",1,NA,"TSPAN9",3067,2923,3305,2380,3330,5276,3853,4784
"ENSG00000011114","ENSG00000011114","BTBD7",NA,"protein_coding",93703896,93799438,"14",-1,NA,"BTBD7",1278,1090,1233,806,1397,1755,1079,1110
"ENSG00000011132","ENSG00000011132","APBA3",NA,"protein_coding",3750817,3761697,"19",-1,NA,"APBA3",186,200,220,115,223,270,164,192
"ENSG00000011143","ENSG00000011143","MKS1",NA,"protein_coding",56282803,56296966,"17",-1,NA,"MKS1",185,132,203,86,145,138,145,131
"ENSG00000011198","ENSG00000011198","ABHD5",NA,"protein_coding",43731605,43775863,"3",1,NA,"ABHD5",597,1420,824,1035,1244,1946,576,1692
"ENSG00000011201","ENSG00000011201","KAL1",NA,"protein_coding",8496915,8700227,"X",-1,NA,"KAL1",1,0,1,0,0,0,0,0
"ENSG00000011243","ENSG00000011243","AKAP8L",NA,"protein_coding",15490859,15529952,"19",-1,NA,"AKAP8L",675,603,810,369,935,878,604,575
"ENSG00000011258","ENSG00000011258","MBTD1",NA,"protein_coding",49254786,49337524,"17",-1,NA,"MBTD1",421,279,412,225,487,411,418,360
"ENSG00000011260","ENSG00000011260","UTP18",NA,"protein_coding",49337889,49375297,"17",1,NA,"UTP18",472,469,375,294,428,561,325,389
"ENSG00000011275","ENSG00000011275","RNF216",NA,"protein_coding",5659678,5821370,"7",-1,NA,"RNF216",1709,1488,1906,1069,2174,2655,1579,1654
"ENSG00000011295","ENSG00000011295","TTC19",NA,"protein_coding",15902694,15948329,"17",1,NA,"TTC19",399,370,437,331,454,552,372,379
"ENSG00000011304","ENSG00000011304","PTBP1",NA,"protein_coding",797075,812327,"19",1,NA,"PTBP1",3594,3854,3158,2420,3609,5568,3118,3948
"ENSG00000011332","ENSG00000011332","DPF1",NA,"protein_coding",38701646,38720354,"19",-1,NA,"DPF1",11,8,18,9,12,24,5,7
"ENSG00000011347","ENSG00000011347","SYT7",NA,"protein_coding",61282785,61348620,"11",-1,NA,"SYT7",182,100,161,59,233,148,247,95
"ENSG00000011376","ENSG00000011376","LARS2",NA,"protein_coding",45429998,45590913,"3",1,NA,"LARS2",561,482,445,268,459,611,346,333
"ENSG00000011405","ENSG00000011405","PIK3C2A",NA,"protein_coding",17099277,17229530,"11",-1,NA,"PIK3C2A",1115,1271,1550,1100,1832,2694,1221,1672
"ENSG00000011422","ENSG00000011422","PLAUR",NA,"protein_coding",44150247,44174699,"19",-1,NA,"PLAUR",389,349,502,240,340,561,406,397
"ENSG00000011426","ENSG00000011426","ANLN",NA,"protein_coding",36429415,36493400,"7",1,NA,"ANLN",251,228,250,145,274,313,199,192
"ENSG00000011451","ENSG00000011451","WIZ",NA,"protein_coding",15532319,15560762,"19",-1,NA,"WIZ",1589,1667,1666,925,1689,2141,1405,1415
"ENSG00000011454","ENSG00000011454","RABGAP1",NA,"protein_coding",125703112,125867145,"9",1,NA,"RABGAP1",1872,1815,2408,2249,2322,3745,1846,2501
"ENSG00000011465","ENSG00000011465","DCN",NA,"protein_coding",91539025,91576900,"12",-1,NA,"DCN",219586,191767,422752,214062,293318,313112,378834,372489
"ENSG00000011478","ENSG00000011478","QPCTL",NA,"protein_coding",46195741,46207247,"19",1,NA,"QPCTL",101,130,131,135,123,252,110,163
"ENSG00000011485","ENSG00000011485","PPP5C",NA,"protein_coding",46850251,46896238,"19",1,NA,"PPP5C",789,1106,911,667,1018,1666,672,1110
"ENSG00000011523","ENSG00000011523","CEP68",NA,"protein_coding",65283500,65314138,"2",1,NA,"CEP68",709,677,1001,557,1008,1240,658,949
"ENSG00000011566","ENSG00000011566","MAP4K3",NA,"protein_coding",39476407,39664453,"2",-1,NA,"MAP4K3",880,1189,1295,1207,1359,3045,856,1722
"ENSG00000011590","ENSG00000011590","ZBTB32",NA,"protein_coding",36195429,36207940,"19",1,NA,"ZBTB32",3,6,7,1,1,6,0,0
"ENSG00000011600","ENSG00000011600","TYROBP",NA,"protein_coding",36395303,36399197,"19",-1,NA,"TYROBP",0,1,4,3,0,0,3,2
"ENSG00000011638","ENSG00000011638","TMEM159",NA,"protein_coding",21169698,21191937,"16",1,NA,"TMEM159",958,816,877,683,871,988,921,1011
"ENSG00000011677","ENSG00000011677","GABRA3",NA,"protein_coding",151334706,151619830,"X",-1,NA,"GABRA3",0,1,0,0,0,0,0,0
"ENSG00000012048","ENSG00000012048","BRCA1",NA,"protein_coding",41196312,41277500,"17",-1,NA,"BRCA1",322,98,418,95,326,168,265,155
"ENSG00000012061","ENSG00000012061","ERCC1",NA,"protein_coding",45910591,45982086,"19",-1,NA,"ERCC1",812,747,1105,492,1038,1454,657,713
"ENSG00000012124","ENSG00000012124","CD22",NA,"protein_coding",35810164,35838258,"19",1,NA,"CD22",0,1,0,0,0,1,0,0
"ENSG00000012171","ENSG00000012171","SEMA3B",NA,"processed_transcript",50304990,50314977,"3",1,NA,"SEMA3B",1821,940,2266,654,1361,1049,1382,953
"ENSG00000012174","ENSG00000012174","MBTPS2",NA,"protein_coding",21857754,21903542,"X",1,NA,"MBTPS2",713,607,812,516,805,1134,650,709
"ENSG00000012211","ENSG00000012211","PRICKLE3",NA,"protein_coding",49031151,49042845,"X",-1,NA,"PRICKLE3",124,136,127,68,140,181,103,129
"ENSG00000012223","ENSG00000012223","LTF",NA,"protein_coding",46477136,46526724,"3",-1,NA,"LTF",0,0,0,1,4,4,0,0
"ENSG00000012232","ENSG00000012232","EXTL3",NA,"protein_coding",28457986,28613116,"8",1,NA,"EXTL3",1145,983,1402,889,1597,1982,1109,1281
"ENSG00000012504","ENSG00000012504","NR1H4",NA,"protein_coding",100867486,100958191,"12",1,NA,"NR1H4",0,0,0,0,0,0,0,1
"ENSG00000012660","ENSG00000012660","ELOVL5",NA,"protein_coding",53132196,53213947,"6",-1,NA,"ELOVL5",2045,1814,2584,2229,2275,3863,1863,2650
"ENSG00000012779","ENSG00000012779","ALOX5",NA,"protein_coding",45869661,45941561,"10",1,NA,"ALOX5",0,2,0,0,0,0,0,0
"ENSG00000012817","ENSG00000012817","KDM5D",NA,"protein_coding",21865751,21906825,"Y",-1,NA,"KDM5D",1094,988,1254,628,1392,1414,1,1
"ENSG00000012822","ENSG00000012822","CALCOCO1",NA,"protein_coding",54104903,54121529,"12",-1,NA,"CALCOCO1",4637,5256,6763,4921,6378,8615,4635,7894
"ENSG00000012963","ENSG00000012963","UBR7",NA,"protein_coding",93673401,93695561,"14",1,NA,"UBR7",572,525,684,380,562,518,571,518
"ENSG00000012983","ENSG00000012983","MAP4K5",NA,"protein_coding",50885219,51027844,"14",-1,NA,"MAP4K5",1782,1400,2309,1231,2551,2868,1768,1724
"ENSG00000013016","ENSG00000013016","EHD3",NA,"protein_coding",31456880,31492313,"2",1,NA,"EHD3",2011,3335,1842,1018,1832,3358,1197,1535
"ENSG00000013275","ENSG00000013275","PSMC4",NA,"protein_coding",40476912,40487348,"19",1,NA,"PSMC4",1005,983,1002,660,1096,1429,739,778
"ENSG00000013288","ENSG00000013288","MAN2B2",NA,"protein_coding",6576902,6625089,"4",1,NA,"MAN2B2",3030,2465,4089,2353,4067,5100,2208,2814
"ENSG00000013293","ENSG00000013293","SLC7A14",NA,"protein_coding",170177372,170303863,"3",-1,NA,"SLC7A14",268,23,435,56,558,75,562,74
"ENSG00000013297","ENSG00000013297","CLDN11",NA,"protein_coding",170136653,170578169,"3",1,NA,"CLDN11",6494,1515,5298,1369,5198,1173,5335,1735
"ENSG00000013306","ENSG00000013306","SLC25A39",NA,"protein_coding",42396993,42402238,"17",-1,NA,"SLC25A39",1011,963,1092,558,1323,1505,813,847
"ENSG00000013364","ENSG00000013364","MVP",NA,"protein_coding",29831715,29859355,"16",1,NA,"MVP",8611,7956,8539,5287,7726,10024,6716,8061
"ENSG00000013374","ENSG00000013374","NUB1",NA,"protein_coding",151038785,151075535,"7",1,NA,"NUB1",1036,1070,1483,951,1550,1816,1031,1298
"ENSG00000013375","ENSG00000013375","PGM3",NA,"protein_coding",83870869,83903655,"6",-1,NA,"PGM3",1031,726,1277,541,1380,1603,1020,798
"ENSG00000013392","ENSG00000013392","RWDD2A",NA,"protein_coding",83903098,83908651,"6",1,NA,"RWDD2A",243,153,301,162,329,333,299,245
"ENSG00000013441","ENSG00000013441","CLK1",NA,"protein_coding",201717732,201729422,"2",-1,NA,"CLK1",2512,2587,2403,2111,3280,3406,2235,2991
"ENSG00000013503","ENSG00000013503","POLR3B",NA,"protein_coding",106751436,106903976,"12",1,NA,"POLR3B",248,252,304,168,311,404,202,219
"ENSG00000013523","ENSG00000013523","ANGEL1",NA,"protein_coding",77253588,77292589,"14",-1,NA,"ANGEL1",358,299,451,190,486,434,353,289
"ENSG00000013561","ENSG00000013561","RNF14",NA,"protein_coding",141337893,141369856,"5",1,NA,"RNF14",788,845,960,755,989,1242,676,930
"ENSG00000013563","ENSG00000013563","DNASE1L1",NA,"protein_coding",153629579,153640449,"X",-1,NA,"DNASE1L1",140,110,212,146,255,289,143,137
"ENSG00000013573","ENSG00000013573","DDX11",NA,"protein_coding",31226779,31257725,"12",1,NA,"DDX11",337,210,254,81,226,205,248,199
